"","PEARNVAL","A_AGE","PRDTRACE","A_SEX","A_HGA","A_MARITL","PEHSPNON","MIG_DIV","A_USLHRS","A_CLSWKR","A_MJIND","A_MJOCC","MOOP","HEAbin","earnbin"
"62848",30000,37,"White only","male","7th and 8th grade","Never married","Yes","south atlantic",40,"Private","Construction","Construction and extraction occupations",1100,"Good","0"
"153426",54000,51,"White only","female","Some college but no degree","Never married","No","pacific",40,"Private","Other services","Office and administrative support occupations",90,"Good","0"
"137803",44000,46,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","Yes","mountain",40,"Private","Manufacturing","Transportation and material moving occupations",950,"Good","0"
"16243",25000,39,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Never married","Yes","middle atlantic",35,"Private","Professional and business services","Management, business, and financial occupations",1000,"Good","0"
"25928",77500,40,"Black only","female","Associate degree in college - academic program","Married - civilian spouse present","No","middle atlantic",45,"Private","Wholesale and retail trade","Sales and related occupations",1000,"Good","1"
"161728",35000,55,"White only","male","Some college but no degree","Married - civilian spouse present","Yes","pacific",40,"Private","Leisure and hospitality","Service occupations",3900,"Good","0"
"171155",10200,55,"White only","female","High school graduate - high school diploma or equivalent","Separated","Yes","pacific",30,"Private","Professional and business services","Service occupations",0,"Good","0"
"84527",29160,40,"Black only","female","Some college but no degree","Never married","No","south atlantic",32,"Private","Educational and health services","Office and administrative support occupations",1064,"Good","0"
"66414",90000,32,"White only","male","Professional school degree (for example: MD,DDS,DVM,LLB,JD)","Never married","No","south atlantic",40,"Private","Other services","Management, business, and financial occupations",2550,"Good","1"
"175213",39000,55,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Never married","No","pacific",25,"Self-employed","Manufacturing","Installation, maintenance, and repair occupations",3620,"Good","0"
"177755",75000,38,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Never married","Yes","pacific",40,"Private","Professional and business services","Professional and related occupations",300,"Good","1"
"11321",32000,62,"White only","female","High school graduate - high school diploma or equivalent","Separated","Yes","new england",40,"Private","Professional and business services","Production occupations",2590,"Good","0"
"137485",40000,26,"White only","male","12th grade no diploma","Married - civilian spouse present","No","mountain",50,"Private","Construction","Construction and extraction occupations",275,"Good","0"
"3317",10000,23,"Black only","female","High school graduate - high school diploma or equivalent","Never married","No","new england",40,"Private","Educational and health services","Service occupations",33,"Good","0"
"92022",25000,31,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","Yes","south atlantic",40,"Private","Financial activities","Sales and related occupations",150,"Good","0"
"137753",180000,44,"White only","male","Doctorate degree (for example: PHD,EDD)","Married - civilian spouse present","No","mountain",50,"Private","Financial activities","Professional and related occupations",4975,"Good","1"
"7504",36000,49,"White only","male","High school graduate - high school diploma or equivalent","Divorced","No","new england",40,"Private","Construction","Construction and extraction occupations",3100,"Good","0"
"168881",40000,47,"Asian only","female","Some college but no degree","Married - civilian spouse present","No","pacific",40,"Private","Wholesale and retail trade","Sales and related occupations",4100,"Good","0"
"95061",83000,34,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Divorced","No","east south central",40,"Government","Public administration","Management, business, and financial occupations",1400,"Good","1"
"40404",62000,59,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","east north central",40,"Private","Construction","Construction and extraction occupations",1979,"Good","1"
"152071",11000,31,"White only","female","High school graduate - high school diploma or equivalent","Never married","Yes","pacific",37,"Private","Leisure and hospitality","Service occupations",600,"Good","0"
"58104",39500,31,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","west north central",40,"Private","Educational and health services","Management, business, and financial occupations",7020,"Good","0"
"16366",75000,50,"Black only","male","High school graduate - high school diploma or equivalent","Never married","No","middle atlantic",40,"Private","Financial activities","Service occupations",140,"Good","1"
"6820",6000,17,"White only","male","11th grade","Never married","No","new england",15,"Private","Wholesale and retail trade","Sales and related occupations",900,"Good","0"
"1173",185000,45,"White only","male","Doctorate degree (for example: PHD,EDD)","Never married","No","new england",55,"Private","Professional and business services","Management, business, and financial occupations",1300,"Bad","1"
"178575",23000,67,"Asian only","male","Some college but no degree","Divorced","No","pacific",40,"Government","Educational and health services","Service occupations",200,"Good","0"
"44381",64000,33,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","east north central",40,"Private","Other services","Management, business, and financial occupations",200,"Good","1"
