"","PEARNVAL","A_AGE","PRDTRACE","A_SEX","A_HGA","A_MARITL","PEHSPNON","MIG_DIV","A_USLHRS","A_CLSWKR","A_MJIND","A_MJOCC","MOOP","HEAbin","earnbin"
"71453",14000,41,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","Yes","south atlantic",40,"Private","Other services","Service occupations",200,"Good","0"
"71467",95002,48,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","south atlantic",40,"Private","Professional and business services","Management, business, and financial occupations",3650,"Good","1"
"71468",73000,19,"White only","female","High school graduate - high school diploma or equivalent","Never married","No","south atlantic",20,"Private","Other services","Service occupations",150,"Good","1"
"71484",100000,48,"Black only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","south atlantic",38,"Private","Financial activities","Professional and related occupations",4500,"Good","1"
"71501",30000,44,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","south atlantic",32,"Private","Educational and health services","Professional and related occupations",0,"Good","0"
"71506",15000,23,"Asian only","male","Some college but no degree","Never married","No","south atlantic",20,"Private","Wholesale and retail trade","Sales and related occupations",0,"Good","0"
"71522",3000,17,"White only","female","12th grade no diploma","Never married","No","south atlantic",15,"Private","Leisure and hospitality","Service occupations",260,"Good","0"
"71531",20000,63,"White only","female","Doctorate degree (for example: PHD,EDD)","Married - civilian spouse present","Yes","south atlantic",20,"Private","Educational and health services","Professional and related occupations",4400,"Bad","0"
"71532",41000,32,"White only","male","Some college but no degree","Never married","No","south atlantic",50,"Private","Other services","Service occupations",1500,"Good","0"
"71535",16440,25,"White only","female","Associate degree in college - academic program","Never married","No","south atlantic",40,"Private","Wholesale and retail trade","Sales and related occupations",1700,"Good","0"
"71538",25000,53,"White only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Separated","No","south atlantic",40,"Private","Wholesale and retail trade","Sales and related occupations",1790,"Bad","0"
"71546",6240,18,"White only","female","11th grade","Never married","No","south atlantic",15,"Private","Financial activities","Office and administrative support occupations",220,"Good","0"
"71553",96000,31,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","south atlantic",40,"Private","Professional and business services","Professional and related occupations",2500,"Good","1"
"71557",53000,24,"Black only","female","High school graduate - high school diploma or equivalent","Never married","No","south atlantic",40,"Private","Financial activities","Sales and related occupations",1530,"Good","0"
"71562",15002,39,"White only","female","High school graduate - high school diploma or equivalent","Never married","No","south atlantic",25,"Private","Other services","Service occupations",200,"Good","0"
"71567",110000,43,"White only","male","Some college but no degree","Never married","No","south atlantic",40,"Private","Professional and business services","Management, business, and financial occupations",720,"Good","1"
"71568",17000,33,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","south atlantic",20,"Private","Construction","Construction and extraction occupations",4600,"Good","0"
"71585",100000,59,"White only","male","Some college but no degree","Married - civilian spouse present","Yes","south atlantic",40,"Self-employed","Leisure and hospitality","Management, business, and financial occupations",1075,"Good","1"
"71587",52000,25,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Never married","Yes","south atlantic",40,"Government","Public administration","Management, business, and financial occupations",2800,"Good","0"
"71591",49000,31,"White only","female","Some college but no degree","Married - civilian spouse present","No","south atlantic",40,"Government","Public administration","Office and administrative support occupations",5300,"Good","0"
"71594",200000,66,"White only","female","Doctorate degree (for example: PHD,EDD)","Married - civilian spouse present","No","south atlantic",40,"Private","Educational and health services","Management, business, and financial occupations",13300,"Good","1"
"71605",19200,48,"White only","female","5th or 6th grade","Married - civilian spouse present","Yes","south atlantic",40,"Private","Leisure and hospitality","Management, business, and financial occupations",0,"Good","0"
"71608",17600,42,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","Yes","south atlantic",20,"Government","Educational and health services","Service occupations",30,"Good","0"
"71612",13000,35,"White only","female","10th grade","Married - civilian spouse present","Yes","south atlantic",40,"Private","Wholesale and retail trade","Sales and related occupations",600,"Good","0"
"71634",70000,47,"Black only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","south atlantic",40,"Government","Public administration","Professional and related occupations",100,"Good","1"
"71655",25000,35,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Separated","No","south atlantic",40,"Government","Leisure and hospitality","Professional and related occupations",2400,"Good","0"
"71668",60000,32,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Never married","No","south atlantic",40,"Private","Professional and business services","Professional and related occupations",550,"Good","0"
"71675",100000,32,"White only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Never married","No","south atlantic",40,"Government","Information","Management, business, and financial occupations",550,"Good","1"
"71688",60000,29,"Black only","female","Doctorate degree (for example: PHD,EDD)","Never married","No","south atlantic",70,"Private","Educational and health services","Professional and related occupations",5838,"Good","0"
"71689",60000,31,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","Yes","south atlantic",40,"Government","Educational and health services","Professional and related occupations",6200,"Good","0"
"71694",19000,55,"White only","female","9th grade","Never married","Yes","south atlantic",40,"Government","Public administration","Service occupations",1382,"Good","0"
